ID_Venta,ID_Cliente,Monto,Fecha,Nombre,Ciudad,Total_Gastado_Cliente,Conteo_Transacciones_Ciudad
324,28,250.23,26/01/2024,Pedro Hernandez,Culiacan,3190.48,424.0
325,36,544.46,07/06/2024,Maria Garcia,Mazatlan,901.82,406.0
327,412,48.78,05/01/2024,Maria Garcia,Mazatlan,1105.06,406.0
328,395,398.26,04/10/2024,Ana Martinez,Culiacan,3603.04,424.0
329,55,275.36,25/01/2024,Carlos Ruiz,Culiacan,3581.7,424.0
330,412,73.25,20/10/2024,Maria Garcia,Mazatlan,1105.06,406.0
331,111,823.27,17/06/2024,Elena Solis,Los Mochis,3658.11,445.0
332,186,220.45,31/08/2024,Juan Perez,Culiacan,3528.16,424.0
333,177,796.21,02/10/2024,Carlos Ruiz,Salvador Alvarado,4583.33,476.0
334,451,527.74,22/09/2024,Luis Lopez,Culiacan,4119.26,424.0
335,35,623.43,12/01/2024,Maria Garcia,Guasave,2796.6,402.0
336,215,1004.47,11/01/2024,Lucia Diaz,Guasave,3764.61,402.0
337,369,797.25,27/04/2024,Maria Garcia,Guasave,1945.19,402.0
339,236,113.43,19/09/2024,Elena Solis,Salvador Alvarado,4876.46,476.0
340,291,995.33,28/06/2024,Carlos Ruiz,Salvador Alvarado,5123.68,476.0
344,461,440.27,21/11/2024,Juan Perez,Salvador Alvarado,3145.29,476.0
345,374,64.82,28/04/2024,Ana Martinez,Mazatlan,4068.95,406.0
346,163,311.56,19/10/2024,Maria Garcia,Mazatlan,3135.06,406.0
348,104,365.84,25/11/2024,Juan Perez,Culiacan,1829.76,424.0
351,139,702.95,03/09/2024,Juan Perez,Los Mochis,1707.25,445.0
352,262,383.66,24/05/2024,Lucia Diaz,Los Mochis,2328.14,445.0
353,334,770.55,06/09/2024,Ana Martinez,Guasave,8435.24,402.0
354,82,22.64,06/10/2024,Juan Perez,Culiacan,2318.51,424.0
356,187,239.43,01/01/2024,Elena Solis,Culiacan,1886.46,424.0
357,199,712.96,12/10/2024,Carlos Ruiz,Culiacan,4231.21,424.0
358,88,125.32,13/08/2024,Elena Solis,Mazatlan,4640.8,406.0
359,59,281.64,02/11/2024,Luis Lopez,Salvador Alvarado,3057.53,476.0
360,9,652.93,24/01/2024,Lucia Diaz,Culiacan,3381.02,424.0
362,244,522.67,05/12/2024,Luis Lopez,Mazatlan,3403.33,406.0
363,340,475.9,29/09/2024,Lucia Diaz,Culiacan,2684.41,424.0
364,224,629.9,10/04/2024,Elena Solis,Guasave,2919.3,402.0
365,218,145.6,31/08/2024,Luis Lopez,Mazatlan,4628.45,406.0
366,146,390.57,14/08/2024,Carlos Ruiz,Salvador Alvarado,8206.4,476.0
372,385,247.23,05/08/2024,Ana Martinez,Culiacan,6091.74,424.0
374,102,927.49,08/06/2024,Lucia Diaz,Salvador Alvarado,3404.67,476.0
375,89,960.71,17/06/2024,Juan Perez,Los Mochis,3977.56,445.0
376,461,357.07,19/04/2024,Juan Perez,Salvador Alvarado,3145.29,476.0
377,146,909.35,23/06/2024,Carlos Ruiz,Salvador Alvarado,8206.4,476.0
379,11,109.57,12/09/2024,Juan Perez,Los Mochis,4188.45,445.0
380,251,536.13,26/06/2024,Pedro Hernandez,Guasave,2202.93,402.0
381,94,859.68,15/06/2024,Luis Lopez,Guasave,4525.91,402.0
387,430,959.86,24/04/2024,Pedro Hernandez,Los Mochis,2315.44,445.0
388,235,640.4,30/09/2024,Elena Solis,Los Mochis,4488.88,445.0
389,484,28.63,25/08/2024,Ana Martinez,Guasave,2956.71,402.0
390,115,303.83,06/07/2024,Maria Garcia,Guasave,3824.47,402.0
391,468,877.28,21/01/2024,Pedro Hernandez,Guasave,4718.42,402.0
392,243,840.88,06/02/2024,Ana Martinez,Los Mochis,3526.83,445.0
393,481,805.1,19/06/2024,Luis Lopez,Culiacan,1376.3,424.0
394,111,879.11,07/09/2024,Elena Solis,Los Mochis,3658.11,445.0
395,468,745.18,20/07/2024,Pedro Hernandez,Guasave,4718.42,402.0
397,482,664.78,07/10/2024,Elena Solis,Guasave,1599.66,402.0
399,142,754.88,08/05/2024,Luis Lopez,Guasave,4422.65,402.0
400,243,745.78,09/08/2024,Ana Martinez,Los Mochis,3526.83,445.0
402,262,957.27,17/04/2024,Lucia Diaz,Los Mochis,2328.14,445.0
403,94,721.23,29/10/2024,Luis Lopez,Guasave,4525.91,402.0
404,485,882.96,11/12/2024,Pedro Hernandez,Mazatlan,5552.24,406.0
405,223,790.78,29/10/2024,Ana Martinez,Mazatlan,3680.59,406.0
406,22,535.26,08/01/2024,Juan Perez,Mazatlan,5956.73,406.0
407,314,35.7,04/11/2024,Carlos Ruiz,Salvador Alvarado,1944.01,476.0
408,136,281.11,20/09/2024,Elena Solis,Guasave,1253.22,402.0
410,108,45.9,29/09/2024,Luis Lopez,Salvador Alvarado,3249.18,476.0
411,208,975.23,08/05/2024,Ana Martinez,Guasave,2166.02,402.0
412,45,1001.12,14/01/2024,Elena Solis,Culiacan,2329.21,424.0
413,89,356.52,27/12/2024,Juan Perez,Los Mochis,3977.56,445.0
417,150,598.33,23/06/2024,Carlos Ruiz,Salvador Alvarado,3442.0,476.0
419,193,482.99,12/07/2024,Elena Solis,Mazatlan,1434.38,406.0
420,142,284.58,31/08/2024,Luis Lopez,Guasave,4422.65,402.0
421,320,72.26,05/06/2024,Lucia Diaz,Los Mochis,1402.56,445.0
423,23,455.09,19/01/2024,Carlos Ruiz,Los Mochis,2973.65,445.0
424,114,229.43,15/02/2024,Lucia Diaz,Guasave,2909.17,402.0
425,77,509.68,02/12/2024,Pedro Hernandez,Guasave,1510.31,402.0
426,306,719.66,23/12/2024,Maria Garcia,Guasave,3367.22,402.0
427,319,332.26,19/05/2024,Maria Garcia,Guasave,3500.44,402.0
428,151,898.85,03/06/2024,Carlos Ruiz,Mazatlan,3941.97,406.0
430,39,235.49,06/08/2024,Pedro Hernandez,Salvador Alvarado,2536.6,476.0
431,217,522.25,11/04/2024,Lucia Diaz,Mazatlan,6529.51,406.0
433,211,651.62,27/05/2024,Elena Solis,Culiacan,4501.79,424.0
434,11,410.23,06/01/2024,Juan Perez,Los Mochis,4188.45,445.0
435,62,439.87,21/01/2024,Elena Solis,Los Mochis,3039.72,445.0
436,38,808.96,07/03/2024,Carlos Ruiz,Los Mochis,5266.6,445.0
440,141,96.76,14/02/2024,Luis Lopez,Los Mochis,3311.59,445.0
441,193,626.21,31/03/2024,Elena Solis,Mazatlan,1434.38,406.0
443,467,924.37,20/12/2024,Carlos Ruiz,Mazatlan,5358.82,406.0
444,113,418.5,22/09/2024,Ana Martinez,Mazatlan,4681.52,406.0
447,81,837.25,04/11/2024,Carlos Ruiz,Salvador Alvarado,3483.29,476.0
448,465,286.97,26/11/2024,Pedro Hernandez,Los Mochis,4377.26,445.0
449,343,512.35,16/05/2024,Lucia Diaz,Culiacan,1824.62,424.0
451,244,205.94,05/05/2024,Luis Lopez,Mazatlan,3403.33,406.0
452,80,346.25,17/12/2024,Juan Perez,Culiacan,2189.86,424.0
453,314,369.86,03/12/2024,Carlos Ruiz,Salvador Alvarado,1944.01,476.0
454,410,88.2,09/02/2024,Lucia Diaz,Los Mochis,2655.46,445.0
455,467,904.95,08/12/2024,Carlos Ruiz,Mazatlan,5358.82,406.0
456,348,64.13,10/11/2024,Elena Solis,Guasave,4152.58,402.0
457,365,373.87,07/05/2024,Carlos Ruiz,Salvador Alvarado,3144.01,476.0
458,41,564.39,19/10/2024,Maria Garcia,Guasave,4999.68,402.0
459,462,316.55,07/07/2024,Ana Martinez,Los Mochis,2004.53,445.0
461,101,826.49,13/09/2024,Carlos Ruiz,Salvador Alvarado,6296.35,476.0
463,217,476.74,23/12/2024,Lucia Diaz,Mazatlan,6529.51,406.0
464,236,686.0,08/06/2024,Elena Solis,Salvador Alvarado,4876.46,476.0
465,311,688.37,17/04/2024,Carlos Ruiz,Guasave,4292.65,402.0
466,41,339.83,17/07/2024,Maria Garcia,Guasave,4999.68,402.0
468,129,179.75,29/11/2024,Pedro Hernandez,Mazatlan,1482.65,406.0
469,256,548.37,19/08/2024,Ana Martinez,Guasave,3237.5,402.0
470,214,853.56,11/03/2024,Carlos Ruiz,Los Mochis,2367.38,445.0
472,204,105.58,22/02/2024,Juan Perez,Culiacan,4382.31,424.0
473,432,840.74,05/01/2024,Juan Perez,Mazatlan,4233.14,406.0
474,280,121.03,30/01/2024,Lucia Diaz,Culiacan,2035.03,424.0
475,275,914.76,29/03/2024,Luis Lopez,Mazatlan,4422.84,406.0
476,118,557.06,04/11/2024,Carlos Ruiz,Los Mochis,2772.18,445.0
477,119,67.15,12/12/2024,Pedro Hernandez,Los Mochis,1626.57,445.0
479,420,830.79,17/01/2024,Lucia Diaz,Salvador Alvarado,5832.89,476.0
481,355,316.97,13/06/2024,Luis Lopez,Los Mochis,3608.91,445.0
482,115,300.68,16/06/2024,Maria Garcia,Guasave,3824.47,402.0
483,46,163.26,31/01/2024,Maria Garcia,Culiacan,1531.36,424.0
485,73,927.4,13/02/2024,Ana Martinez,Salvador Alvarado,2504.27,476.0
487,26,141.2,13/01/2024,Juan Perez,Mazatlan,732.21,406.0
488,58,13.69,15/01/2024,Lucia Diaz,Mazatlan,13.69,406.0
489,186,567.31,01/04/2024,Juan Perez,Culiacan,3528.16,424.0
490,248,153.31,08/04/2024,Lucia Diaz,Guasave,2225.97,402.0
492,454,700.49,16/12/2024,Elena Solis,Guasave,4435.04,402.0
497,384,249.96,28/08/2024,Luis Lopez,Guasave,800.61,402.0
498,133,972.92,26/11/2024,Carlos Ruiz,Salvador Alvarado,5198.82,476.0
499,128,1009.25,09/11/2024,Pedro Hernandez,Salvador Alvarado,1948.53,476.0
500,236,917.08,27/12/2024,Elena Solis,Salvador Alvarado,4876.46,476.0
503,255,80.84,09/10/2024,Carlos Ruiz,Culiacan,4247.88,424.0
506,69,275.39,21/10/2024,Juan Perez,Culiacan,752.06,424.0
507,434,11.54,21/03/2024,Lucia Diaz,Mazatlan,4549.77,406.0
508,184,790.14,07/06/2024,Ana Martinez,Culiacan,4321.23,424.0
510,272,426.22,01/11/2024,Carlos Ruiz,Los Mochis,4315.67,445.0
511,390,703.21,29/02/2024,Elena Solis,Los Mochis,1750.35,445.0
513,118,468.68,08/09/2024,Carlos Ruiz,Los Mochis,2772.18,445.0
515,36,165.38,26/04/2024,Maria Garcia,Mazatlan,901.82,406.0
517,185,188.69,29/01/2024,Elena Solis,Salvador Alvarado,2887.89,476.0
518,10,268.8,28/09/2024,Lucia Diaz,Salvador Alvarado,1953.38,476.0
519,307,312.71,27/03/2024,Ana Martinez,Guasave,5671.54,402.0
520,50,624.39,13/10/2024,Elena Solis,Salvador Alvarado,7771.12,476.0
